Column1,Column2,Column3
1.5,49.43,0
-0.73,47.25,1
0.62,49.28,1
1.83,54.82,0
-0.01,54.79,1
1.53,59.2,1
3.1,66.45,0
-3.19,55.23,0
-0.63,53.37,1
4.12,62.24,1
1.06,64.2,0
-0.85,61.4,1
1.41,64.15,1
1.15,66.29,0
-0.47,64.58,0
-0.89,61.37,1
0.12,61.63,0
-0.4,60.07,0
-3.15,49.57,0
-0.57,48,0
-0.34,47.06,0
-2.92,39.73,1
1.64,44.77,0
-0.43,43.72,1
3.17,52.52,1
1.27,55.61,1
0.44,56.67,0
-1.3,52.64,1
0.96,55.14,0
0.42,53.54,0
-0.81,50.71,0
-0.9,47.71,0
-0.93,44.8,1
3.32,55.22,0
-0.63,53.11,0
-0.04,52.96,0
-2.21,45.89,1
0.48,47.48,0
-2.57,40.5,0
-0.62,39.06,0
-1.77,35.2,1
0.77,38.02,0
-2.12,33.65,0
-2.71,29.15,1
1.23,33.38,0
-0.09,33.21,1
1.29,37.77,0
1.8,40.71,0
-1.31,37.79,0
-2.51,29.83,0
-1.96,26.96,0
-4.22,22.11,1
0.53,23.88,1
1.62,29.21,1
1.45,33.76,0
-2.57,30.02,1
2.19,36.31,0
0.13,32.5,0
-0.51,31.72,1
5.32,46.17,0
-1.95,42.43,1
0.55,43.79,0
-6.57,33.58,1
0.72,35.23,1
3.45,42.71,0
-0.93,41.27,0
-2.02,38.3,1
1.98,42.57,1
0.26,43.14,0
-2.67,38.88,1
1.05,41.27,0
-0.02,41.24,0
-0.76,39.92,0
-0.6,38.86,1
1.53,50.85,0
-1.9,46.49,0
-0.23,45.99,1
0.87,48.29,0
-2.26,43.14,1
1.49,47.05,1
0.69,48.83,1
0.16,49.24,0
-0.23,48.62,1
3.97,58.52,1
0.22,59.01,1
0.74,60.7,1
1.49,63.94,0
-1.11,59.93,0
-0.82,57.09,1
0.09,57.32,1
0.05,57.46,1
1.08,60.47,1
0.25,61.17,1
2.01,66.31,1
1.33,69.26,0
-0.16,68.47,1
0.11,68.74,0
-0.01,68.69,1
0.76,70.66,0
-0.55,67.33,0
2.37,69.18,1
1.75,73.23,0
-0.52,70.22,1
0.92,72.37,1
1.03,74.6,0
-1.18,67.76,1
1.05,70.33,0
-2.18,59.57,1
0.11,59.9,1
0.33,60.92,1
1.3,64.74,1
1.45,68.48,1
0.05,68.62,0
-2.01,58.54,0
-2.16,50.17,0
-0.53,48.38,1
0.21,49.14,0
-1.08,45.37,0
-0.27,44.45,0
-0.57,42.54,0
-0.69,40.26,0
-6.26,26.58,0
-3.06,22.76,0
-1.15,21.55,0
-0.11,21.44,1
1.64,27.72,0
-1.04,26.27,0
-1.01,24.91,0
-0.56,24.18,1
0.08,24.5,1
0.68,27.49,0
-0.97,25.9,0
-2.35,22.54,1
0.2,23.43,1
3.71,37.75,0
-0.42,36.88,1
1.14,40.87,0
-0.38,39.96,1
1.08,43.8,1
1.27,48.04,1
1.52,52.72,1
1.76,57.53,1
0.79,59.56,0
-1.4,52.04,0
-0.75,49.44,1
0.2,50.16,1
0.73,52.76,1
0.41,54.21,0
-0.09,53.81,1
0.72,56.53,0
-0.82,52.67,0
-1.51,46.46,1
0.12,47,0
-0.33,45.67,1
0.42,47.71,0
-2.28,39.15,0
-0.24,38.38,1
0.85,42.65,0
-0.38,41.28,1
0.58,44.23,0
-2.81,34.96,0
-1.46,31.39,1
1.68,39.03,1
0.87,42.62,1
1.27,47.56,1
0.57,47.69,1
0.43,49.43,1
0.77,52.51,1
0.31,53.74,1
0.45,55.56,0
-0.56,52.77,1
1.98,60.27,0
-0.01,60.22,1
1.06,63.86,1
0.04,63.99,1
0.09,64.31,0
-0.53,60.85,0
-0.77,56.12,0
-1.34,49.08,0
-0.69,45.93,1
6.5,67.19,1
1.35,70,0
-0.12,69.4,1
1.77,72.93,0
-1.48,65.94,1
1.25,68.64,1
0.08,68.8,1
1.52,71.96,1
0.83,73.55,1
0.41,74.32,0
-0.74,70.24,0
-0.06,69.88,1
0.23,70.46,1
1.2,73.33,0
-0.09,72.74,0
-0.15,71.76,0
-0.13,70.85,1
0.26,71.62,0
-0.78,65.92,1
0.31,67.05,0
-0.75,61.74,0
-0.43,58.91,0
-0.59,55.19,0
-0.11,54.49,0
-0.77,49.8,1
0.09,50.36,1
0.59,53.86,1
0.61,61.75,0
-2.62,45.7,0
-2.26,36.99,1
2.24,47.42,1
2.38,55.96,1
3.54,65.21,1
3.4,71.6,0
-0.56,69.26,0
-1.17,64.57,0
-0.01,64.53,0
-0.02,64.45,1
0.94,66.7,0
-1.67,59.48,1
0.15,59.89,1
0.19,60.43,1
0.76,62.65,0
-1.55,55.72,1
0.78,58.17,0
-0.47,56.13,1
0.43,57.58,1
0.04,57.74,1
0.74,60.39,1
0.15,60.92,1
1.74,66.59,1
0.22,67.23,1
0.89,69.84,0
-0.31,67.83,1
0.56,69.53,0
-0.07,69.05,0
-0.07,68.53,0
-0.3,66.21,0
-0.05,65.8,0
-0.39,62.58,1
0.9,66.59,1
0.51,68.66,0
-2.25,53,0
-0.96,48.07,0
-0.66,44.99,0
-0.16,44.26,0
-1.81,36.96,1
0.09,37.51,0
-1.58,32.26,0
-0.9,29.73,1
1.44,38.01,1
0.59,41.1,0
-0.16,40.5,0
-2.79,31.86,1
0.59,34.96,0
-2.51,28.94,1
1.32,35.13,1
2.69,45.62,0
-0.04,45.51,1
0.1,45.9,1
1.52,51.52,1
0.06,51.75,0
-0.2,50.86,0
-0.1,50.41,0
-0.84,46.6,0
-0.93,42.79,1
0.37,44.73,0
-0.72,41.79,1
0.77,45.86,1
0.98,50.64,1
0.98,54.97,1
1.63,61.12,0
-0.57,58.08,1
1.67,63.73,1
0,63.73,1
0.55,65.52,1
0.13,65.95,1
0.58,67.89,1
0.27,68.77,1
0.09,69.1,0
-0.66,64.07,1
-0.43,64.05,0
-0.03,63.84,0
-0.11,58.32,1
0.51,61.19,1
1.11,66.65,1
0.92,70.38,1
0.1,70.77,1
0.54,72.83,0
-0.42,68.76,0
-0.01,70.54,0
-0.18,68.66,1
0.18,69.58,1
0.07,69.92,0
-0.09,68.77,1
1.59,76.13,1
0.05,76.32,1
0.01,76.36,0
-0.26,72.8,0
-0.23,69.73,1
6.1,86.23,0
-0.17,84.75,1
0.43,85.42,1
0.94,86.8,1
0.95,88.05,1
0.39,88.53,1
0.29,88.89,0
-0.23,86.59,1
0.89,87.9,1
1.3,89.54,1
0.36,89.95,0
-0.12,88.72,1
0.3,90.4,0
-0.42,85.53,1
0.1,85.72,1
0.2,86.12,1
0.04,86.21,1
2.04,89.66,0
-0.59,83.03,1
0.59,84.27,0
-0.31,80.86,1
0.13,81.2,0
-0.37,77,0
-0.23,74.46,1
0.33,75.7,1
0.04,75.87,0
-0.15,73.97,1
1.06,78.1,1
0.16,78.67,0
-0.5,72.49,1
1.05,76.64,0
-1.15,65,1
1.13,69.81,0
-0.35,66.69,0
-0.2,64.94,1
0.17,65.77,1
2.07,73.88,1
0.22,74.59,0
-0.13,73.31,0
-0.19,71.44,1
0.03,71.56,1
0.74,74.53,0
-0.52,69.08,0
-0.25,66.57,0
-0.22,64.32,0
-0.12,63.11,0
-1.08,53.28,1
0.12,54.13,0
-0.44,50.35,0
-0.37,47.54,1
1.25,56.4,0
-0.12,55.42,1
0.96,61.23,1
0.62,64.47,0
-0.59,59.37,1
0.08,59.81,0
-0.1,58.93,1
2.04,69.17,1
0.63,71.59,0
-0.31,68.77,0
-0.36,65.51,1
1.66,72.06,1
2.72,79.16,1
0.64,80.46,0
-0.47,76.64,1
0.45,77.71,1
1.4,80.7,0
-0.26,78.59,0
-0.15,77.34,0
-3.36,55.67,1
1.52,60.85,1
0.34,61.94,1
0.61,63.87,0
-0.12,63.17,0
-0.3,61.4,1
0.35,62.69,0
-0.59,57.7,1
0.27,59.04,1
1.48,65.42,0
-0.98,58.81,1
0.34,60.29,1
0.6,62.83,0
-0.24,61.09,0
-3.88,41.53,0
-2.39,34.48,1
0.8,38.19,0
-0.98,35.54,0
-0.6,34,0
-1.4,30.66,1
2.86,42.83,0
-0.91,40.34,1
0.59,42.66,0
-0.16,42.17,1
0.45,44.05,0
-0.31,42.98,0
-1.43,38.42,1
1.46,44.77,0
-1.47,40.2,1
0.24,41.22,0
-0.94,38.91,1
1.02,43.71,1
0.61,46.46,1
0.32,47.92,1
0.14,48.6,1
1.39,54.72,1
0.86,58.08,1
0.35,59.41,1
0.35,60.75,1
0.63,63.12,0
-0.45,60.29,0
-0.05,59.99,1
1.21,64.86,1
0.43,66.44,1
0.47,68.14,0
-1.89,55.85,0
-0.7,52.15,0
-0.52,49.58,1
0.89,53.79,1
4.73,68.83,0
-1,63.87,1
0.53,65.28,1
1.55,69.1,1
0.8,70.91,1
0.61,72.26,0
-3.56,55.89,1
1.39,59.6,1
1.5,63.25,1
1.09,65.72,0
-0.4,64,0
-1.92,56.45,0
-0.23,55.63,0
-0.18,54.93,1
1.63,59.73,1
0.13,60.09,0
-0.44,58.12,1
0.37,59.32,1
1.01,62.45,1
0.89,65.05,1
0.27,65.83,1
0.4,67,1
-0.1,59.32,0
-0.4,57.01,0
-1.63,48.73,1
1.81,56.2,0
-0.4,54.3,0
-0.75,50.81,0
-0.86,47.11,1
1.01,51.54,0
-0.76,48.25,1
0.04,48.42,0
-1.68,41.65,0
-1.72,36.17,0
-0.98,33.51,0
-0.88,31.29,1
1.72,39.6,1
0.71,42.74,0
-0.62,40.75,1
0.55,43.26,0
-0.2,42.55,1
0.44,44.68,0
-0.65,42.16,1
1.24,48.17,0
-0.06,47.92,1
0.35,49.62,1
0.04,49.82,1
0.42,52.01,0
-0.35,50.02,1
0.63,53.47,1
1.84,61.75,1
0.37,63.19,0
-0.44,60.25,0
-2.37,47.56,1
0.17,48.39,0
-0.05,48.15,1
0.6,51.24,0
-0.44,48.91,1
0.64,52.29,1
3.58,65.98,1
2.25,71.68,1
1.39,74.58,0
-1.27,67.67,1
0.73,69.4,1
2.61,74.66,1
1.01,76.4,1
0.32,76.95,1
0.82,78.33,0
-0.2,77.08,0
-0.69,72.87,0
-0.4,70.47,0
-1.51,62.19,0
-1.32,56.09,1
1.19,59.88,0
-0.56,57.37,0
-0.1,56.91,1
1.86,62.86,1
-0.5,63.02,0
-0.59,59.86,0
-2.07,50.29,1
1.4,55.36,0
-0.47,53.38,0
-0.73,50.35,0
-0.09,49.96,0
-0.37,48.37,1
0.18,49.22,1
0.03,49.37,1
1.95,57.97,0
-0.56,55.01,1
0.33,56.42,0
-0.03,56.25,1
1.02,60.62,1
1.41,65.78,0
-1.07,59.36,0
-0.11,58.73,1
0.38,60.29,1
0.02,46.64,1
0.28,48.12,0
-0.02,51.82,1
0.46,53.99,1
1.14,58.89,0
-0.37,56.74,0
-0.01,56.68,0
-0.02,56.53,1
0.57,59.34,1
1.65,66.87,1
0.09,67.19,0
-0.45,63.85,0
-0.82,58.17,1
0.02,58.27,0
-1.59,48.61,0
-1.79,40.61,1
0.23,41.93,0
-2.07,34.57,0
-0.59,32.84,1
0.28,34.48,1
0.21,35.77,0
-4.34,24.84,0
-2.5,21.02,1
4.18,37.79,0
-2.14,33.68,0
-2.75,29.36,1
0.81,32.05,1
4.03,43.64,1
1,46.19,1
1.84,50.67,1
3.36,57.7,0
-0.45,54.59,1
0.84,56.59,1
1.74,60.53,1
1.98,64.53,0
-0.32,63.37,0
-0.15,62.81,0
-1.75,56.54,1
0.69,58.28,1
0.35,59.17,0
-0.08,58.83,0
-0.93,55.2,1
1.09,58.42,1
1.72,62.99,1
0.97,65.34,0
-0.96,61.14,0
-0.85,57.65,1
0.12,58,0
-0.35,56.48,0
-1.53,50.32,0
-0.03,50.19,0
-2.27,42.39,0
-1.41,38.46,0
-2.32,33.13,1
4.75,48.53,0
-2.56,42.56,0
-1.1,40.31,1
1.03,44.29,1
1.91,49.72,1
0.69,51.6,0
-2.56,44.9,1
0.99,47.66,1
1.88,52.58,0
-0.47,51.27,1
0.99,53.87,1
0.34,54.77,1
0.62,56.47,1
1.38,60.05,0
-0.22,59.18,0
-2.83,49.49,0
-4.1,39.67,0
-0.29,39.1,0
-1.39,36.42,1
0.44,37.83,1
0.35,39.01,0
-1.16,36.53,1
1.81,42.61,1
2.32,49.43,1
4.42,59.51,1
0.18,59.88,1
3.92,66.92,1
0.72,68.07,1
0.48,68.86,1
0.7,70.03,1
1.43,72.31,0
-0.76,69.24,0
-0.23,68.29,0
-0.91,64.58,1
0.93,66.57,0
-0.63,63.92,0
-0.36,62.4,1
0.71,64.19,0
-0.25,63.04,1
0.64,64.77,0
-0.11,64.2,1
-0.21,61.63,0
-0.34,59.67,1
1.8,65.93,1
0.84,68.42,1
0.77,70.57,1
0.35,71.52,0
-0.27,69.64,0
-0.91,63.57,0
-0.25,62.02,1
0.55,64.13,0
-0.82,58.83,1
0.05,59.06,0
-1.03,52.81,0
-0.05,52.51,0
-1.62,44.14,1
0.44,46.57,0
-0.56,43.92,0
-0.29,42.57,0
-1.49,36.41,1
1.24,43.63,0
-0.15,43,1
0.73,47.07,0
-0.21,46.04,1
1.12,52.04,0
1.39,54.02,1
1.39,59.3,0
-0.12,58.66,0
-1.3,52.16,1
1.68,58.48,1
0.16,59.04,0
-0.22,57.87,1
0.28,58.99,0
-0.55,55.88,1
0.78,59.15,0
-0.23,57.78,1
0.09,58.18,1
0.73,61.43,1
0.94,65.24,0
-0.31,62.99,0
-1.66,52.66,0
-0.56,49.75,1
0.2,50.79,1
5.89,70.32,1
2.92,75.76,1
0.29,76.24,1
0.52,77.11,0
-0.94,71.94,1
0.07,72.08,1
0.79,73.77,0
-0.65,69.99,1
0.65,71.55,1
0.42,72.56,1
0.23,73.13,1
1.46,76.44,1
2,80.1,0
-0.97,73.95,0
-0.19,72.76,1
0,72.77,1
0.2,73.29,1
0.31,74.11,1
0.82,76.19,1
0.81,78.06,1
1.49,81.06,1
0.92,82.65,1
-0.65,79.62,0
-1.66,68.06,0
-0.81,63.33,0
-1.34,56.38,1
2.53,64.24,0
-1.24,58.52,1
2.42,64.97,0
-1.14,60.12,0
-2.66,50.68,1
0.17,51.18,1
0.06,51.37,1
0.76,53.86,0
-1.08,49.93,1
1.44,54.63,1
0.63,56.6,0
-0.8,53.45,1
2.06,59.64,1
0.35,60.62,1
0.67,62.51,1
0.89,64.93,1
1.22,67.99,0
-1.76,59.77,0
-1.62,53.45,0
-0.23,52.61,1
1.39,56.96,0
-4.63,42.67,0
-0.88,40.67,1
3.57,50.65,0
-2.14,45.53,1
2.2,50.92,0
-0.43,49.85,0
-2.34,44.47,1
1.52,48.29,1
0.61,49.81,1
0.94,52.16,0
-3.43,44.02,1
2.19,49.27,0
-1.59,45.83,0
-1.88,42.15,1
0.5,43.43,1
2.61,49.7,1
1.54,53.09,0
-6.63,40.28,0
-2.84,36.49,1
1.08,38.78,1
3.03,44.87,0
-0.7,43.76,0
-1.93,40.78,0
-5.04,34.33,0
-1,33.26,0
-2.82,30.41,1
2.47,35.46,1
1.11,37.71,0
-3.96,33.21,0
-4.78,28.91,0
1.35,29.56,0
-0.22,29.37,1
3.85,37.23,0
-0.77,36.33,0
-0.54,35.68,1
3.49,42.78,0
-3.57,32.09,1
0.66,33.41,0
-0.57,32.81,1
0.28,33.44,1
1.09,35.96,0
-3.2,32.09,0
-0.93,31.07,1
1.3,34.17,0
-3.12,30.57,0
-2.52,28.08,0
-3.89,24.8,0
-0.65,35.78,1
0.05,35.88,1
-9.96,27.88,1
4.27,35.1,0
-0.22,34.9,1
1.91,38.21,1
1.7,41.14,1
0.32,41.71,0
-0.98,40.41,0
-1.5,38.46,1
2.05,42.47,1
1.22,44.83,1
0.59,46.01,1
0.4,44.17,0
-0.79,42.74,1
3.31,49.97,0
-0.93,48.08,0
-1.04,46.01,1
6.83,58.57,1
0.72,59.7,1
0.05,59.78,1
2.84,64.29,1
1.71,66.77,1
0.03,66.82,0
-1.89,61.27,0
-0.31,60.4,0
-0.58,58.74,1
0.86,60.48,0
-0.42,59.17,1
0.36,59.99,0
0.64,61.6,0
-0.56,59.29,1
1.12,62.29,1
0.73,64.16,1
0.06,64.32,1
0.31,65.17,0
-0.98,60.21,1
1.05,63.39,1
0.5,64.85,0
-0.18,63.85,0
-0.58,60.68,0
-1.16,54.81,1
0.24,55.75,1
3.46,66.62,1
1.12,69.34,1
0.44,70.38,1
1.11,72.87,1
1.3,75.49,1
1.02,77.37,0
-0.79,72.67,1
0.87,74.5,1
3.68,80.47,0
-2.07,70.16,0
-1.21,65.03,0
-1.03,60.97,1
0.9,63.11,1
0.13,63.43,1
0.65,65.04,1
0.68,66.69,1
1.45,69.99,1
0.69,71.44,1
0.17,71.82,1
0.67,73.28,1
1.57,76.4,0
-0.3,74.59,1
0.56,75.74,0
-0.83,70.58,0
-0.04,70.33,1
0.18,70.83,1
0.01,70.86,1
1.95,75.89,1
1.44,80.45,0
-0.15,79.22,0
-0.91,72.23,0
-0.48,68.83,1
0.15,69.32,0
-1.93,56.99,1
4.91,70.92,0
-0.65,67.64,1
1.24,70.43,0
-1.54,63.05,0
-2.7,52.81,1
0.02,52.87,0
-1.07,49.28,0
-1.76,44.04,0
-5.81,32.13,1
1.58,36.85,1
1.2,40.29,0
-0.44,39.43,0
-0.57,38.3,0
-3.13,32.76,1
1.92,38.45,0
-2.05,34.98,0
-1.71,32.41,0
-0.48,30.5,1
0.52,32.35,0
-1.81,29.39,0
-1.01,27.88,1
3.66,39.8,1
1.61,44.33,1
1.47,48.21,1
2.66,54.5,1
1.28,57.25,1
1.16,59.66,0
-0.32,58.67,0
-0.02,58.61,0
-0.73,56.15,1
0.6,57.71,1
2.35,63.28,0
-0.29,62.16,1
0.8,64.04,0
-0.34,62.6,0
-0.1,62.16,0
-1.52,55.79,1
2.16,61.73,0
-0.03,61.6,0
-0.91,57.74,1
1.83,62.75,1
0.59,64.24,1
-2.06,56.47,1
0.61,58.32,1
0.99,61.23,0
-0.73,57.99,1
0.77,60.35,1
0.94,63.11,0
-0.35,61.4,0
-0.56,58.63,1
1.14,62.31,0
-1.49,55.28,1
2.29,62.2,1
0.78,64.29,0
-0.08,63.89,0
-0.79,60.01,1
0.35,61.12,1
0.93,64.02,0
-0.43,61.72,1
2.04,67.64,0
-2.16,57.31,0
-2.12,49.51,0
-5.23,36.55,1
1.89,42.14,1
1.04,45.05,1
2.21,50.78,0
-1.2,47.79,0
-0.25,47.17,1
4.23,57.19,0
-2.98,49.75,0
-0.5,48.64,1
2.36,53.85,1
1.86,57.6,1
0,57.61,1
1.08,59.85,0
-0.08,59.58,0
-4.62,47.19,1
1.9,51.45,0
-1.13,48.88,1
0.67,50.45,1
1.69,54.28,0
1.7,54.14,1
1.96,58.44,0
-0.01,58.41,1
0.43,59.39,1
1.18,62.08,1
3.18,68.23,0
-0.22,67.38,0
-1.95,60.31,1
0.53,61.47,1
0.36,62.29,1
0.94,64.4,0
-0.81,61.17,0
-1.46,55.8,1
0.45,57.05,0
-0.48,55.28,1
1.54,59.61,0
-0.52,57.57,0
-0.49,55.64,1
2.35,62.2,1
0.28,62.91,0
-2.51,53.14,1
0.85,55.59,1
2.8,62.61,1
0.02,62.66,0
-1.17,58.09,1
1.17,61.11,1
