pp,Result
0.0018033348603278723,0
-0.00035843116313858926,0
-0.001271827005141274,0
-0.00232474889743973,0
-0.000509336557584899,0
-0.0006188754049416379,0
0.00034525579363121856,0
-0.0010865970676104623,1
-0.0007836615630054112,1
-0.00028220230540391207,1
-0.00126784204794637,1
-0.001884351113047912,1
-0.0018156586742457802,1
-0.0009495153327025648,1
-0.004137208872881805,1
-0.004351691524310588,1
-0.003871055600696321,1
0.001372597059662091,1
0.0015975947822235179,1
0.007850067156909802,1
0.012443925373633534,1
0.012752943209692084,1
0.015032637173467141,1
0.013131498125610978,1
0.01703018053389052,1
0.0204322776166954,1
0.021237552070729943,1
